species	family	pmid	compound	compound_id	gene	gene_id	disease	disease_id	np_gene_rel	gene_disease_rel
Citrus Reticulata	Rutaceae	36584607	nobiletin	C008661	MAPK1	5594	Breast Neoplasms	D001943	INDIRECT-DOWNREGULATOR	Association
Citrus Reticulata	Rutaceae	36584607	nobiletin	C008661	MAPK1	5594	Neoplasm Metastasis	D009362	INDIRECT-DOWNREGULATOR	Association
Citrus Reticulata	Rutaceae	35809307	NA	NA	MAPK8		Neoplasms	D009369	NA	Association
Citrus Reticulata	Rutaceae	37619860	NA	NA	CXCR4	12767	Neoplasms	D009369	NA	Association
Citrus Reticulata	Rutaceae	37725272	tangeretin	C059006	AIM2	383619	NA	NA	INHIBITOR	NA
Citrus Reticulata	Rutaceae	37619860	NA	NA	CD4	12504	Neoplasms	D009369	NA	Association
Citrus Reticulata	Rutaceae	39961422	naringenin	C005273	AKR1C3	8644	NA	NA	INDIRECT-DOWNREGULATOR	NA
Citrus Reticulata	Rutaceae	39961422	nobiletin	C008661	AKR1C3	8644	NA	NA	INDIRECT-DOWNREGULATOR	NA
Citrus Reticulata	Rutaceae	40819642	nobiletin	C008661	AKR1C1	1645	Neoplasms	D009369	INDIRECT-UPREGULATOR	Association
Citrus Reticulata	Rutaceae	40819642	nobiletin	C008661	AKR1C1	1645	Breast Neoplasms	D001943	INDIRECT-UPREGULATOR	Association
Citrus Reticulata	Rutaceae	40819642	nobiletin	C008661	AKR1C1	1645	Triple Negative Breast Neoplasms	D064726	INDIRECT-UPREGULATOR	Association
Citrus Reticulata	Rutaceae	40819642	nobiletin	C008661	AKR1C1	1645	Neoplasms	D009369	DIRECT-REGULATOR	Association
Citrus Reticulata	Rutaceae	40819642	nobiletin	C008661	AKR1C1	1645	Breast Neoplasms	D001943	DIRECT-REGULATOR	Association
Citrus Reticulata	Rutaceae	40819642	nobiletin	C008661	AKR1C1	1645	Triple Negative Breast Neoplasms	D064726	DIRECT-REGULATOR	Association
Citrus Reticulata	Rutaceae	36584607	nobiletin	C008661	IL6	3569	Breast Neoplasms	D001943	INHIBITOR	Association
Citrus Reticulata	Rutaceae	37619860	NA	NA	CD80	12519	Neoplasms	D009369	NA	Association
Citrus Reticulata	Rutaceae	39961422	beta-sitosterol	D013256	CYP17A1	25146	Polycystic Ovary Syndrome	D011085	PRODUCT-OF	Association
Citrus Reticulata	Rutaceae	35809307	NA	NA	IL-17		Neoplasms	D009369	NA	Association
Citrus Reticulata	Rutaceae	39961422	naringenin	C005273	CYP17A1	1586	Polycystic Ovary Syndrome	D011085	INDIRECT-DOWNREGULATOR	Association
Citrus Reticulata	Rutaceae	39961422	nobiletin	C008661	CYP17A1	1586	Polycystic Ovary Syndrome	D011085	INDIRECT-DOWNREGULATOR	Association
Citrus Reticulata	Rutaceae	41683686	NA	NA	TIMP2	7077	Leukemia, Myeloid, Acute	D015470	NA	Association
Citrus Reticulata	Rutaceae	41683686	NA	NA	BCL2	596	Leukemia, Myeloid, Acute	D015470	NA	Association
Clausena Excavata	Rutaceae	29693341	clausenidin	-	VEGFA	7422	Carcinoma, Hepatocellular	D006528	INDIRECT-DOWNREGULATOR	Association
Clausena Excavata	Rutaceae	41660905	clausenidin	-	VEGFA	22339	NA	NA	INDIRECT-DOWNREGULATOR	NA
Clausena Excavata	Rutaceae	29693341	clausenidin	-	CASP8	841	Carcinoma, Hepatocellular	D006528	ACTIVATOR	Association
Clausena Excavata	Rutaceae	27473055	clausenidin	-	CASP9	842	NA	NA	INDIRECT-UPREGULATOR	NA
Clausena Harmandiana	Rutaceae	25556496	heptaphylline	C557424	BAK1	578	NA	NA	ACTIVATOR	NA
Clausena Harmandiana	Rutaceae	37331805	7-methoxyheptaphylline	C557425	TNFSF10	8743	Colonic Neoplasms	D003110	INDIRECT-UPREGULATOR	Association
Clausena Harmandiana	Rutaceae	37331805	7-methoxyheptaphylline	C557425	TNFSF10	8743	Neoplasms	D009369	INDIRECT-UPREGULATOR	Association
Clausena Harmandiana	Rutaceae	25556496	heptaphylline	C557424	CASP3	836	NA	NA	ACTIVATOR	NA
Clausena Harmandiana	Rutaceae	25556496	heptaphylline	C557424	PARP1	142	NA	NA	ACTIVATOR	NA
Clausena Harmandiana	Rutaceae	36416312	NA	NA	MAP3K7	6885	Neoplasms	D009369	NA	Association
Clausena Harmandiana	Rutaceae	25556496	heptaphylline	C557424	NFKB1	4790	Colonic Neoplasms	D003110	INHIBITOR	Association
Clausena Harmandiana	Rutaceae	33804175	heptaphylline	C557424	TP53	7157	Neoplasms	D009369	INDIRECT-DOWNREGULATOR	Association
Clausena Harmandiana	Rutaceae	33804175	heptaphylline	C557424	TP53	7157	Neoplasms	D009369	ACTIVATOR	Association
Clausena Harmandiana	Rutaceae	25556496	heptaphylline	C557424	CHUK	1147	NA	NA	INHIBITOR	NA
Clausena Harmandiana	Rutaceae	37331805	7-methoxyheptaphylline	C557425	TNFRSF10B	8795	Colonic Neoplasms	D003110	INDIRECT-UPREGULATOR	Association
Clausena Harmandiana	Rutaceae	25556496	heptaphylline	C557424	BID	637	Colonic Neoplasms	D003110	ACTIVATOR	Association
Clausena Harmandiana	Rutaceae	25556496	heptaphylline	C557424	AKT1	207	Colonic Neoplasms	D003110	INHIBITOR	Association
Clausena Harmandiana	Rutaceae	25556496	heptaphylline	C557424	RELA	5970	Colonic Neoplasms	D003110	INHIBITOR	Association
Clausena Harmandiana	Rutaceae	37331805	7-methoxyheptaphylline	C557425	MAPK8	5599	Colonic Neoplasms	D003110	INDIRECT-UPREGULATOR	Association
Clitoria Ternatea	Fabaceae	39468929	NA	NA	SREBF1	6720	Neoplasms	D009369	NA	Association
Clitoria Ternatea	Fabaceae	39468929	NA	NA	SREBF1	6720	Urinary Bladder Neoplasms	D001749	NA	Association
Clitoria Ternatea	Fabaceae	39468929	NA	NA	FASN	2194	Neoplasms	D009369	NA	Association
Clitoria Ternatea	Fabaceae	39468929	NA	NA	SCD	6319	Neoplasms	D009369	NA	Association
Clitoria Ternatea	Fabaceae	39468929	NA	NA	AKR1C1	1645	Urinary Bladder Neoplasms	D001749	NA	Association
Clitoria Ternatea	Fabaceae	39468929	NA	NA	AKR1C1	1645	Neoplasms	D009369	NA	Association
Clitoria Ternatea	Fabaceae	39468929	NA	NA	ACACA	31	Neoplasms	D009369	NA	Association
Coreopsis Grandiflora	Asteraceae	38176954	2-[(3,4-dihydroxyphenyl)methylidene]-6-hydroxy-7-methoxy-2,3-dihydro-1-benzofuran-3-one	C000591062	PKM	5315	NA	NA	INDIRECT-DOWNREGULATOR	NA
Coreopsis Grandiflora	Asteraceae	38176954	2-[(3,4-dihydroxyphenyl)methylidene]-6-hydroxy-7-methoxy-2,3-dihydro-1-benzofuran-3-one	C000591062	LDHA	3939	NA	NA	INDIRECT-DOWNREGULATOR	NA
Coreopsis Grandiflora	Asteraceae	38176954	2-[(3,4-dihydroxyphenyl)methylidene]-6-hydroxy-7-methoxy-2,3-dihydro-1-benzofuran-3-one	C000591062	SIRT1	23411	Prostatic Neoplasms	D011471	INDIRECT-DOWNREGULATOR	Association
Coreopsis Grandiflora	Asteraceae	38176954	2-[(3,4-dihydroxyphenyl)methylidene]-6-hydroxy-7-methoxy-2,3-dihydro-1-benzofuran-3-one	C000591062	SIRT1	23411	Neoplasms	D009369	INDIRECT-DOWNREGULATOR	Association
Coreopsis Grandiflora	Asteraceae	38176954	2-[(3,4-dihydroxyphenyl)methylidene]-6-hydroxy-7-methoxy-2,3-dihydro-1-benzofuran-3-one	C000591062	CASP3	836	NA	NA	INDIRECT-DOWNREGULATOR	NA
Coreopsis Grandiflora	Asteraceae	38176954	2-[(3,4-dihydroxyphenyl)methylidene]-6-hydroxy-7-methoxy-2,3-dihydro-1-benzofuran-3-one	C000591062	SLC2A1	6513	Prostatic Neoplasms	D011471	INDIRECT-DOWNREGULATOR	Association
Coreopsis Grandiflora	Asteraceae	38176954	2-[(3,4-dihydroxyphenyl)methylidene]-6-hydroxy-7-methoxy-2,3-dihydro-1-benzofuran-3-one	C000591062	SLC2A1	6513	Neoplasms	D009369	INDIRECT-DOWNREGULATOR	Association
Coreopsis Grandiflora	Asteraceae	38176954	2-[(3,4-dihydroxyphenyl)methylidene]-6-hydroxy-7-methoxy-2,3-dihydro-1-benzofuran-3-one	C000591062	HK2	3099	NA	NA	INDIRECT-DOWNREGULATOR	NA
Coscinium Fenestratum	Menispermaceae	26225680	berberine	D001599	SOD1	6647	NA	NA	INDIRECT-UPREGULATOR	NA
Coscinium Fenestratum	Menispermaceae	26225680	berberine	D001599	CAT	847	NA	NA	INDIRECT-UPREGULATOR	NA
Crassocephalum Crepidioides	Asteraceae	22720874	NA	NA	NOS2	18126	NA	NA	NA	NA
Crassocephalum Crepidioides	Asteraceae	22720874	NA	NA	NFKB1	18033	NA	NA	NA	NA
Crateva Religiosa	Capparaceae	40759298	NA	NA	CAT	24248	Polycystic Ovary Syndrome	D011085	NA	Association
Cratoxylum Arborescens	Hypericaceae	29110583	NA	NA	CASP7	840	NA	NA	NA	NA
Cratoxylum Arborescens	Hypericaceae	25302018	NA	NA	NFKB1	4790	Neoplasms	D009369	NA	Association
Cratoxylum Arborescens	Hypericaceae	29110583	NA	NA	BCL2	596	NA	NA	NA	NA
Cratoxylum Arborescens	Hypericaceae	25302018	NA	NA	HSPA4	3308	Neoplasms	D009369	NA	Association
Cratoxylum Arborescens	Hypericaceae	29110583	NA	NA	HSPA4	3308	NA	NA	NA	NA
Cratoxylum Arborescens	Hypericaceae	29110583	NA	NA	CASP3	836	NA	NA	NA	NA
Cratoxylum Arborescens	Hypericaceae	29110583	NA	NA	CASP9	842	NA	NA	NA	NA
Cratoxylum Formosum	Hypericaceae	34299510	NA	NA	PCNA	25737	Carcinogenesis	D063646	NA	Association
Cratoxylum Formosum	Hypericaceae	34299510	NA	NA	PCNA	25737	Neoplasms	D009369	NA	Association
Cratoxylum Formosum	Hypericaceae	26908056	NA	NA	NFKB1	4790	Neoplasm Metastasis	D009362	NA	Association
Cratoxylum Formosum	Hypericaceae	26908056	NA	NA	NFKB1	4790	Neoplasms	D009369	NA	Association
Cratoxylum Formosum	Hypericaceae	26908056	NA	NA	NFKB1	4790	Cholangiocarcinoma	D018281	NA	Association
Cratoxylum Formosum	Hypericaceae	39028496	NA	NA	BAX	581	Stomach Neoplasms	D013274	NA	Association
Cratoxylum Formosum	Hypericaceae	34299510	NA	NA	GSTP1	24426	Neoplasms	D009369	NA	Association
Cratoxylum Formosum	Hypericaceae	34299510	NA	NA	GSTP1	24426	Carcinogenesis	D063646	NA	Association
Cratoxylum Formosum	Hypericaceae	26908056	NA	NA	STAT3	6774	Cholangiocarcinoma	D018281	NA	Association
Cratoxylum Formosum	Hypericaceae	26908056	NA	NA	STAT3	6774	Neoplasms	D009369	NA	Association
Cratoxylum Formosum	Hypericaceae	26908056	NA	NA	STAT3	6774	Neoplasm Metastasis	D009362	NA	Association
Cratoxylum Formosum	Hypericaceae	39028496	NA	NA	BCL2	596	Stomach Neoplasms	D013274	NA	Association
Cratoxylum Formosum	Hypericaceae	39028496	NA	NA	RIPK1	8737	Stomach Neoplasms	D013274	NA	Association
Cratoxylum Formosum	Hypericaceae	39028496	NA	NA	CASP3	836	Stomach Neoplasms	D013274	NA	Association
Cratoxylum Formosum	Hypericaceae	39028496	NA	NA	CTNNB1	1499	Stomach Neoplasms	D013274	NA	Association
Cratoxylum Formosum	Hypericaceae	39028496	NA	NA	MLKL	197259	Stomach Neoplasms	D013274	NA	Association
Cratoxylum Formosum	Hypericaceae	39028496	NA	NA	CCNA1	8900	Stomach Neoplasms	D013274	NA	Association
Cratoxylum Formosum	Hypericaceae	39028496	NA	NA	CDK2	1017	Stomach Neoplasms	D013274	NA	Association
Cratoxylum Formosum	Hypericaceae	39028496	NA	NA	GSDMD	79792	Stomach Neoplasms	D013274	NA	Association
Crepidiastrum Sonchifolium	Asteraceae	38437889	NA	NA	AKT1	207	Carcinoma, Hepatocellular	D006528	NA	Association
Croton Tiglium	Euphorbiaceae	31648127	NA	NA	PRRT2	112476	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Croton Tiglium	Euphorbiaceae	32640883	phorbol 12-myristate 13-acetate	D013755	BCL2	596	NA	NA	INDIRECT-DOWNREGULATOR	NA
Croton Tiglium	Euphorbiaceae	32458646	NA	NA	CAT	24248	Colorectal Neoplasms	D015179	NA	Association
Cucumis Melo	Cucurbitaceae	27418139	NA	NA	IL10	3586	Neoplasms	D009369	NA	Association
Cucumis Melo	Cucurbitaceae	27418139	NA	NA	CYCS	54205	NA	NA	NA	NA
Cucumis Melo	Cucurbitaceae	27418139	NA	NA	AURKA	6790	Multiple Myeloma	D009101	NA	Association
Cucumis Melo	Cucurbitaceae	24577085	cucurbitacin e	C102326	CDK1	983	NA	NA	INDIRECT-UPREGULATOR	NA
Cucumis Melo	Cucurbitaceae	24577085	cucurbitacin e	C102326	GADD45G	10912	Glioma	D005910	INDIRECT-UPREGULATOR	Association
Cucumis Melo	Cucurbitaceae	34792748	NA	NA	CEACAM20	292701	Neoplasms	D009369	NA	Association
Cucumis Melo	Cucurbitaceae	34792748	NA	NA	AFP	24177	Neoplasms	D009369	NA	Association
Cucumis Melo	Cucurbitaceae	27418139	NA	NA	CASP8	841	NA	NA	NA	NA
Cucumis Melo	Cucurbitaceae	27418139	NA	NA	STAT3	6774	Neoplasms	D009369	NA	Association
Cucumis Melo	Cucurbitaceae	27418139	NA	NA	CFL1	1072	NA	NA	NA	NA
Cucumis Sativus	Cucurbitaceae	37310102	NA	NA	SOD	101215417	NA	NA	NA	NA
Cucumis Sativus	Cucurbitaceae	37310102	NA	NA	IL1A	3552	NA	NA	NA	NA
Cucumis Sativus	Cucurbitaceae	37310102	NA	NA	TNF	7124	NA	NA	NA	NA
Cucumis Sativus	Cucurbitaceae	37310102	NA	NA	LOC101216662	101216662	NA	NA	NA	NA
Cucumis Sativus	Cucurbitaceae	37310102	NA	NA	IL6	3569	NA	NA	NA	NA
Cucurbita Moschata	Cucurbitaceae	22139427	NA	NA	AKT1	207	Pancreatic Neoplasms	D010190	NA	Association
Cucurbita Moschata	Cucurbitaceae	22139427	NA	NA	EGFR	1956	Pancreatic Neoplasms	D010190	NA	Association
Cucurbita Moschata	Cucurbitaceae	22139427	NA	NA	MTOR	2475	Pancreatic Neoplasms	D010190	NA	Association
Cullen Corylifolium	Fabaceae	33080566	corylin	C459211	BCL2	596	NA	NA	INDIRECT-DOWNREGULATOR	NA
Cullen Corylifolium	Fabaceae	33080566	corylin	C459211	STAT3	6774	Colorectal Neoplasms	D015179	INDIRECT-DOWNREGULATOR	Association
Cullen Corylifolium	Fabaceae	33080566	corylin	C459211	STAT3	6774	Colorectal Neoplasms	D015179	INHIBITOR	Association
Cullen Corylifolium	Fabaceae	33080566	corylin	C459211	VEGFA	7422	NA	NA	INDIRECT-DOWNREGULATOR	NA
Cullen Corylifolium	Fabaceae	35489659	NA	NA	HIF1A	3091	Neoplasms	D009369	NA	Association
Cullen Corylifolium	Fabaceae	35489659	NA	NA	HIF1A	3091	Breast Neoplasms	D001943	NA	Association
Cullen Corylifolium	Fabaceae	35489659	NA	NA	HIF1A	3091	Neoplasm Metastasis	D009362	NA	Association
Cullen Corylifolium	Fabaceae	33080566	corylin	C459211	MCL1	4170	NA	NA	INDIRECT-DOWNREGULATOR	NA
Cullen Corylifolium	Fabaceae	35489659	NA	NA	VEGFA	7422	Breast Neoplasms	D001943	NA	Association
Cullen Corylifolium	Fabaceae	35489659	NA	NA	VEGFA	7422	Neoplasm Metastasis	D009362	NA	Association
Cullen Corylifolium	Fabaceae	35489659	NA	NA	VEGFA	7422	Neoplasms	D009369	NA	Association
Curculigo Orchioides	Hypoxidaceae	25575532	NA	NA	GPT	2875	Neoplasms	D009369	NA	Association
Curculigo Orchioides	Hypoxidaceae	27228189	NA	NA	CSF2	12981	Neoplasm Metastasis	D009362	NA	Association
Curculigo Orchioides	Hypoxidaceae	27228189	NA	NA	TNF	21926	Neoplasm Metastasis	D009362	NA	Association
Curculigo Orchioides	Hypoxidaceae	27228189	curculigoside	C477170	IFNG	15978	NA	NA	INDIRECT-UPREGULATOR	NA
Curculigo Orchioides	Hypoxidaceae	27228189	NA	NA	IL6	16193	Neoplasm Metastasis	D009362	NA	Association
Curculigo Orchioides	Hypoxidaceae	36184504	curculigoside	C477170	NFKB1	18033	Osteosarcoma	D012516	INHIBITOR	Association
Curculigo Orchioides	Hypoxidaceae	27228189	curculigoside	C477170	IL2	16183	NA	NA	INDIRECT-UPREGULATOR	NA
Curculigo Orchioides	Hypoxidaceae	27228189	NA	NA	IL1B	16176	Neoplasm Metastasis	D009362	NA	Association
Curculigo Orchioides	Hypoxidaceae	25575532	NA	NA	ALPP	250	Neoplasms	D009369	NA	Association
Curcuma Aeruginosa	Zingiberaceae	23359084	NA	NA	COX2	4513	NA	NA	NA	NA
Curcuma Longa	Zingiberaceae	24870723	curcumin	D003474	FOXO1	2308	Ovarian Neoplasms	D010051	INHIBITOR	Association
Curcuma Longa	Zingiberaceae	26833194	curcumin	D003474	MAPK8	5599	NA	NA	INDIRECT-UPREGULATOR	NA
Curcuma Longa	Zingiberaceae	30831486	NA	NA	AXL	26362	Neurofibrosarcoma	D018319	NA	Association
Curcuma Longa	Zingiberaceae	25492214	curcumin	D003474	CCND1	595	NA	NA	INDIRECT-DOWNREGULATOR	NA
Curcuma Longa	Zingiberaceae	23794119	curcumin	D003474	BCL2L10	10017	NA	NA	INDIRECT-DOWNREGULATOR	NA
Curcuma Longa	Zingiberaceae	36771452	NA	NA	MTOR	2475	Rhabdomyosarcoma	D012208	NA	Association
Curcuma Longa	Zingiberaceae	28011386	curcumin	D003474	TP53	7157	Colonic Neoplasms	D003110	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	30467667	curcumin	D003474	BCL2	596	Breast Neoplasms	D001943	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	30467667	curcumin	D003474	BCL2	596	Neoplasm Metastasis	D009362	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	32348213	NA	NA	CDK4	12567	Carcinogenesis	D063646	NA	Association
Curcuma Longa	Zingiberaceae	23545262	curcumin	D003474	CASP3	836	NA	NA	ACTIVATOR	NA
Curcuma Longa	Zingiberaceae	29084689	curcumin	D003474	CASP3	836	NA	NA	ACTIVATOR	NA
Curcuma Longa	Zingiberaceae	28138706	curcumin	D003474	NOTCH1	4851	Osteosarcoma	D012516	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	39859517	curcumin	D003474	GPX1	2876	Neoplasms	D009369	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	39859517	curcumin	D003474	GPX1	2876	Ovarian Neoplasms	D010051	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	28677094	bisdemethoxycurcumin	C034786	AKT1	207	Carcinoma, Non-Small-Cell Lung	D002289	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	28677094	bisdemethoxycurcumin	C034786	AKT1	207	Lung Neoplasms	D008175	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	28677094	bisdemethoxycurcumin	C034786	AKT1	207	Carcinoma, Non-Small-Cell Lung	D002289	INHIBITOR	Association
Curcuma Longa	Zingiberaceae	28677094	bisdemethoxycurcumin	C034786	AKT1	207	Lung Neoplasms	D008175	INHIBITOR	Association
Curcuma Longa	Zingiberaceae	30467667	curcumin	D003474	NFKB1	4790	Precancerous Conditions	D011230	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	30467667	curcumin	D003474	NFKB1	4790	Neoplasm Invasiveness	D009361	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	30467667	curcumin	D003474	NFKB1	4790	Breast Neoplasms	D001943	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	30467667	curcumin	D003474	NFKB1	4790	Neoplasm Metastasis	D009362	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	30467667	curcumin	D003474	NFKB1	4790	Precancerous Conditions	D011230	INHIBITOR	Association
Curcuma Longa	Zingiberaceae	30467667	curcumin	D003474	NFKB1	4790	Neoplasm Invasiveness	D009361	INHIBITOR	Association
Curcuma Longa	Zingiberaceae	30467667	curcumin	D003474	NFKB1	4790	Breast Neoplasms	D001943	INHIBITOR	Association
Curcuma Longa	Zingiberaceae	30467667	curcumin	D003474	NFKB1	4790	Neoplasm Metastasis	D009362	INHIBITOR	Association
Curcuma Longa	Zingiberaceae	27404761	curcumin	D003474	BCL2	596	NA	NA	INDIRECT-UPREGULATOR	NA
Curcuma Longa	Zingiberaceae	27779649	NA	NA	ERBB2	2064	Breast Neoplasms	D001943	NA	Association
Curcuma Longa	Zingiberaceae	24064724	curcumin	D003474	CCND1	595	NA	NA	INDIRECT-DOWNREGULATOR	NA
Curcuma Longa	Zingiberaceae	19676105	curcumin	D003474	MAPK3	5595	NA	NA	ACTIVATOR	NA
Curcuma Longa	Zingiberaceae	27779649	curcumin	D003474	CASP8	841	NA	NA	INDIRECT-UPREGULATOR	NA
Curcuma Longa	Zingiberaceae	27779649	paclitaxel	D017239	CASP8	841	NA	NA	INDIRECT-UPREGULATOR	NA
Curcuma Longa	Zingiberaceae	29393404	NA	NA	WNT2	22413	Neoplasms	D009369	NA	Association
Curcuma Longa	Zingiberaceae	26833194	curcumin	D003474	MLH1	4292	NA	NA	INDIRECT-UPREGULATOR	NA
Curcuma Longa	Zingiberaceae	24445042	curcumin	D003474	EGF	1950	Lung Neoplasms	D008175	INHIBITOR	Association
Curcuma Longa	Zingiberaceae	23794119	curcumin	D003474	CASP3	836	NA	NA	INDIRECT-DOWNREGULATOR	NA
Curcuma Longa	Zingiberaceae	19826913	curcumin	D003474	EIF4EBP1	1978	NA	NA	INDIRECT-DOWNREGULATOR	NA
Curcuma Longa	Zingiberaceae	36222295	NA	NA	AKT1	207	Osteosarcoma	D012516	NA	Association
Curcuma Longa	Zingiberaceae	27644631	curcumin	D003474	PARP1	142	Leukemia	D007938	INDIRECT-UPREGULATOR	Association
Curcuma Longa	Zingiberaceae	27738325	curcumin	D003474	YAP1	10413	Neoplasms	D009369	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	27738325	curcumin	D003474	YAP1	10413	Pancreatic Neoplasms	D010190	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	31854220	curcumin	D003474	MAPK8	5599	NA	NA	INDIRECT-DOWNREGULATOR	NA
Curcuma Longa	Zingiberaceae	30004453	NA	NA	MAP1LC3A	84557	Adenocarcinoma of Lung	D000077192	NA	Association
Curcuma Longa	Zingiberaceae	22179005	curcumin	D003474	KCNV2	169522	Leukemia, Monocytic, Acute	D007948	INHIBITOR	Association
Curcuma Longa	Zingiberaceae	22179005	curcumin	D003474	KCNV2	169522	Leukemia	D007938	INHIBITOR	Association
Curcuma Longa	Zingiberaceae	22179005	curcumin	D003474	KCNV2	169522	Leukemia, Myeloid, Acute	D015470	INHIBITOR	Association
Curcuma Longa	Zingiberaceae	39859517	curcumin	D003474	MTOR	2475	Neoplasms	D009369	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	39859517	curcumin	D003474	MTOR	2475	Ovarian Neoplasms	D010051	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	39859517	curcumin	D003474	MTOR	2475	Neoplasms	D009369	INHIBITOR	Association
Curcuma Longa	Zingiberaceae	39859517	curcumin	D003474	MTOR	2475	Ovarian Neoplasms	D010051	INHIBITOR	Association
Curcuma Longa	Zingiberaceae	39859517	curcumin	D003474	STAT3	6774	NA	NA	INHIBITOR	NA
Curcuma Longa	Zingiberaceae	38864175	NA	NA	PON1	5444	Glioblastoma	D005909	NA	Association
Curcuma Longa	Zingiberaceae	38864175	NA	NA	PON1	5444	Neoplasms	D009369	NA	Association
Curcuma Longa	Zingiberaceae	31584928	curcumin	D003474	MYC	4609	Colonic Neoplasms	D003110	INDIRECT-UPREGULATOR	Association
Curcuma Longa	Zingiberaceae	30737573	NA	NA	NQO1	1728	Esophageal Squamous Cell Carcinoma	D000077277	NA	Association
Curcuma Longa	Zingiberaceae	30737573	NA	NA	NQO1	1728	Neoplasms	D009369	NA	Association
Curcuma Longa	Zingiberaceae	26299580	curcumin	D003474	CASP9	842	Squamous Cell Carcinoma of Head and Neck	D000077195	ACTIVATOR	Association
Curcuma Longa	Zingiberaceae	22740037	ar-turmerone	C078098	NFKB1	4790	Breast Neoplasms	D001943	INHIBITOR	Association
Curcuma Longa	Zingiberaceae	22740037	ar-turmerone	C078098	NFKB1	4790	Breast Neoplasms	D001943	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	39859517	curcumin	D003474	SOD2	6648	Ovarian Neoplasms	D010051	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	39859517	curcumin	D003474	SOD2	6648	Neoplasms	D009369	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	20160430	curcumin	D003474	CASP3	12367	NA	NA	INDIRECT-UPREGULATOR	NA
Curcuma Longa	Zingiberaceae	30781353	NA	NA	JUN	3725	Neoplasm Metastasis	D009362	NA	Association
Curcuma Longa	Zingiberaceae	21617861	curcumin	D003474	BCL2	596	NA	NA	INDIRECT-UPREGULATOR	NA
Curcuma Longa	Zingiberaceae	21793155	curcumin	D003474	BCL2	12043	NA	NA	INDIRECT-UPREGULATOR	NA
Curcuma Longa	Zingiberaceae	29393404	NA	NA	WNT1	22408	Neoplasms	D009369	NA	Association
Curcuma Longa	Zingiberaceae	25541467	curcumin	D003474	CBR1	873	Neoplasms	D009369	INHIBITOR	Association
Curcuma Longa	Zingiberaceae	25541467	curcumin	D003474	CBR1	873	Neoplasms	D009369	DIRECT-REGULATOR	Association
Curcuma Longa	Zingiberaceae	32186945	NA	NA	CASP3	12367	Colorectal Neoplasms	D015179	NA	Association
Curcuma Longa	Zingiberaceae	32186945	NA	NA	CASP3	12367	Carcinogenesis	D063646	NA	Association
Curcuma Longa	Zingiberaceae	28165402	curcumin	D003474	CDC20	991	Pancreatic Neoplasms	D010190	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	28165402	curcumin	D003474	CDC20	991	Neoplasms	D009369	INDIRECT-DOWNREGULATOR	Association
Curcuma Longa	Zingiberaceae	28165402	curcumin	D003474	CDC20	991	Pancreatic Neoplasms	D010190	INHIBITOR	Association
Curcuma Longa	Zingiberaceae	28165402	curcumin	D003474	CDC20	991	Neoplasms	D009369	INHIBITOR	Association
