species	family	pmid	compound	compound_id	gene	gene_id	disease	disease_id	np_gene_rel	gene_disease_rel
Centipeda Minima	Asteraceae	39722328	arnicolide c	-	SKP2	6502	Carcinoma, Non-Small-Cell Lung	D002289	INDIRECT-DOWNREGULATOR	Association
Centipeda Minima	Asteraceae	41110356	NA	NA	APOH	11818	Colorectal Neoplasms	D015179	NA	Association
Centipeda Minima	Asteraceae	41110356	NA	NA	APOH	11818	Adenoma	D000236	NA	Association
Centipeda Minima	Asteraceae	41110356	NA	NA	APOH	11818	Adenocarcinoma	D000230	NA	Association
Centipeda Minima	Asteraceae	38968790	brevilin a	C509025	GSK3B	2932	NA	NA	INDIRECT-DOWNREGULATOR	NA
Centipeda Minima	Asteraceae	31108969	arnicolide d	C000592536	COL11A2	1302	NA	NA	INDIRECT-DOWNREGULATOR	NA
Centipeda Minima	Asteraceae	39954620	NA	NA	CDH2	1000	NA	NA	NA	NA
Centipeda Minima	Asteraceae	39954620	NA	NA	HMOX1	3162	Carcinoma, Hepatocellular	D006528	NA	Association
Centipeda Minima	Asteraceae	31408803	arnicolide d	C000592536	NFKB1	18033	Melanoma	D008545	INHIBITOR	Association
Centipeda Minima	Asteraceae	31408803	arnicolide d	C000592536	NFKB1	18033	Colorectal Neoplasms	D015179	INHIBITOR	Association
Centipeda Minima	Asteraceae	31108969	arnicolide d	C000592536	MTOR	2475	NA	NA	INDIRECT-DOWNREGULATOR	NA
Centipeda Minima	Asteraceae	38968790	brevilin a	C509025	CD274	29126	Carcinoma, Non-Small-Cell Lung	D002289	INDIRECT-DOWNREGULATOR	Association
Centipeda Minima	Asteraceae	38968790	brevilin a	C509025	CD274	29126	Neoplasms	D009369	INDIRECT-DOWNREGULATOR	Association
Centipeda Minima	Asteraceae	41138574	NA	NA	MYC	17869	Carcinoma, Hepatocellular	D006528	NA	Association
Centipeda Minima	Asteraceae	31408803	NA	NA	NFKBIA	18035	Melanoma	D008545	NA	Association
Centipeda Minima	Asteraceae	38967079	arnicolide d	C000592536	AKT1	207	Osteosarcoma	D012516	INHIBITOR	Association
Centipeda Minima	Asteraceae	38840248	brevilin a	C585263	PTEN	5728	NA	NA	INDIRECT-DOWNREGULATOR	NA
Centipeda Minima	Asteraceae	29289836	brevilin a	C585263	ATG5	11793	NA	NA	INDIRECT-UPREGULATOR	NA
Centipeda Minima	Asteraceae	36503456	arnicolide d	C000592536	PARP1	142	Breast Neoplasms	D001943	INDIRECT-UPREGULATOR	Association
Centipeda Minima	Asteraceae	31108969	arnicolide d	C000592536	CASP9	842	NA	NA	INDIRECT-DOWNREGULATOR	NA
Centipeda Minima	Asteraceae	39411942	quercetin	D011794	AKT1	207	Nasopharyngeal Carcinoma	D000077274	DIRECT-REGULATOR	Association
Centipeda Minima	Asteraceae	39411942	quercetin	D011794	AKT1	207	Squamous Cell Carcinoma of Head and Neck	D000077195	DIRECT-REGULATOR	Association
Centipeda Minima	Asteraceae	39411942	quercetin	D011794	AKT1	207	Neoplasms	D009369	DIRECT-REGULATOR	Association
Centipeda Minima	Asteraceae	37062842	NA	NA	VEGFA	7422	Colorectal Neoplasms	D015179	NA	Association
Centipeda Minima	Asteraceae	37062842	NA	NA	VEGFA	7422	Neoplasm Metastasis	D009362	NA	Association
Centipeda Minima	Asteraceae	37062842	NA	NA	VEGFA	7422	Neoplasms	D009369	NA	Association
Centipeda Minima	Asteraceae	38968790	NA	NA	GZMB	3002	Neoplasms	D009369	NA	Association
Centipeda Minima	Asteraceae	39411942	NA	NA	TNF	7124	Neoplasms	D009369	NA	Association
Centipeda Minima	Asteraceae	39411942	NA	NA	PPARG	5468	Squamous Cell Carcinoma of Head and Neck	D000077195	NA	Association
Centipeda Minima	Asteraceae	38967079	arnicolide d	C000592536	PIK3CD	5293	Osteosarcoma	D012516	INHIBITOR	Association
Centipeda Minima	Asteraceae	31108969	arnicolide d	C000592536	BAX	581	NA	NA	INDIRECT-DOWNREGULATOR	NA
Centipeda Minima	Asteraceae	39411942	quercetin	D011794	CASP3	836	Squamous Cell Carcinoma of Head and Neck	D000077195	DIRECT-REGULATOR	Association
Centipeda Minima	Asteraceae	39411942	quercetin	D011794	CASP3	836	Nasopharyngeal Carcinoma	D000077274	DIRECT-REGULATOR	Association
Centipeda Minima	Asteraceae	37062842	NA	NA	STAT3	6774	Colorectal Neoplasms	D015179	NA	Association
Centipeda Minima	Asteraceae	37062842	NA	NA	STAT3	6774	Neoplasms	D009369	NA	Association
Centipeda Minima	Asteraceae	37062842	NA	NA	STAT3	6774	Neoplasm Metastasis	D009362	NA	Association
Centipeda Minima	Asteraceae	38968790	NA	NA	CD8A	925	Neoplasms	D009369	NA	Association
Centipeda Minima	Asteraceae	38968790	NA	NA	CD8A	925	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Centipeda Minima	Asteraceae	39411942	NA	NA	CCND1	595	Squamous Cell Carcinoma of Head and Neck	D000077195	NA	Association
Centipeda Minima	Asteraceae	37926864	arnicolide c	-	FANCD2	211651	Carcinoma, Non-Small-Cell Lung	D002289	INDIRECT-DOWNREGULATOR	Association
Centipeda Minima	Asteraceae	37926864	arnicolide c	-	FANCD2	211651	Neoplasms	D009369	INDIRECT-DOWNREGULATOR	Association
Centipeda Minima	Asteraceae	37926864	NA	NA	FANCD2	211651	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Centipeda Minima	Asteraceae	37926864	NA	NA	FANCD2	211651	Neoplasms	D009369	NA	Association
Centipeda Minima	Asteraceae	36959600	quercetin	D011794	AKT1	207	NA	NA	DIRECT-REGULATOR	NA
Centipeda Minima	Asteraceae	36959600	NA	NA	AKT1	207	NA	NA	NA	NA
Centipeda Minima	Asteraceae	41138574	NA	NA	PIK3R1	18708	Carcinoma, Hepatocellular	D006528	NA	Association
Centipeda Minima	Asteraceae	37926864	arnicolide c	-	E2F1	13555	Carcinoma, Non-Small-Cell Lung	D002289	INDIRECT-DOWNREGULATOR	Association
Centipeda Minima	Asteraceae	37926864	NA	NA	E2F1	13555	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Centipeda Minima	Asteraceae	29289836	brevilin a	C585263	CASP9	12371	NA	NA	INDIRECT-UPREGULATOR	NA
Centipeda Minima	Asteraceae	39411942	NA	NA	SRC	6714	Nasopharyngeal Carcinoma	D000077274	NA	Association
Centipeda Minima	Asteraceae	39411942	NA	NA	SRC	6714	Squamous Cell Carcinoma of Head and Neck	D000077195	NA	Association
Centipeda Minima	Asteraceae	39411942	NA	NA	PTGS2	5743	Squamous Cell Carcinoma of Head and Neck	D000077195	NA	Association
Centipeda Minima	Asteraceae	36503456	arnicolide d	C000592536	AIFM1	9131	Breast Neoplasms	D001943	INDIRECT-UPREGULATOR	Association
Centipeda Minima	Asteraceae	39411942	NA	NA	EGFR	1956	Squamous Cell Carcinoma of Head and Neck	D000077195	NA	Association
Centipeda Minima	Asteraceae	39411942	NA	NA	EGFR	1956	Nasopharyngeal Carcinoma	D000077274	NA	Association
Centipeda Minima	Asteraceae	39954620	NA	NA	CDH1	999	NA	NA	NA	NA
Centipeda Minima	Asteraceae	31408803	NA	NA	CDK1	12534	Melanoma	D008545	NA	Association
Centipeda Minima	Asteraceae	34446320	NA	NA	CHEK1	1111	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Centipeda Minima	Asteraceae	39411942	NA	NA	PRL	5617	Neoplasms	D009369	NA	Association
Centipeda Minima	Asteraceae	31408803	NA	NA	TRP53-PS	22060	Melanoma	D008545	NA	Association
Centipeda Minima	Asteraceae	41138574	NA	NA	AKT1	11651	Carcinoma, Hepatocellular	D006528	NA	Association
Centipeda Minima	Asteraceae	41110356	NA	NA	APC	11789	Neoplasms	D009369	NA	Association
Centipeda Minima	Asteraceae	29289836	brevilin a	C585263	AKT1	11651	Colonic Neoplasms	D003110	INHIBITOR	Association
Centipeda Minima	Asteraceae	29289836	brevilin a	C585263	AKT1	11651	Colonic Neoplasms	D003110	INDIRECT-DOWNREGULATOR	Association
Centipeda Minima	Asteraceae	38968790	brevilin a	C509025	BTRC	8945	NA	NA	INDIRECT-DOWNREGULATOR	NA
Centipeda Minima	Asteraceae	36503456	arnicolide d	C000592536	MMP9	4318	Breast Neoplasms	D001943	INDIRECT-DOWNREGULATOR	Association
Centipeda Minima	Asteraceae	36959600	NA	NA	IL17A	3605	Neoplasms	D009369	NA	Association
Centipeda Minima	Asteraceae	31108969	arnicolide d	C000592536	STAT3	6774	NA	NA	INDIRECT-DOWNREGULATOR	NA
Centipeda Minima	Asteraceae	31108969	arnicolide d	C000592536	STAT3	6774	NA	NA	INHIBITOR	NA
Centipeda Minima	Asteraceae	29289836	brevilin a	C585263	CASP3	12367	Neoplasms	D009369	INDIRECT-UPREGULATOR	Association
Centipeda Minima	Asteraceae	28104435	NA	NA	NFE2L2	4780	Adenocarcinoma of Lung	D000077192	NA	Association
Centipeda Minima	Asteraceae	28104435	NA	NA	NFE2L2	4780	Lung Neoplasms	D008175	NA	Association
Centipeda Minima	Asteraceae	29289836	brevilin a	C585263	BCL2	12043	NA	NA	INDIRECT-UPREGULATOR	NA
Centipeda Minima	Asteraceae	34446320	NA	NA	FANCD2	2177	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Centipeda Minima	Asteraceae	34446320	NA	NA	FANCD2	2177	Neoplasms	D009369	NA	Association
Centipeda Minima	Asteraceae	34487850	arnicolide d	C000592536	SRC	6714	Neoplasms	D009369	DIRECT-REGULATOR	Association
Centipeda Minima	Asteraceae	34487850	arnicolide d	C000592536	SRC	6714	Prostatic Neoplasms	D011471	DIRECT-REGULATOR	Association
Centipeda Minima	Asteraceae	37253635	NA	NA	H19	283120	Neoplasms	D009369	NA	Association
Centipeda Minima	Asteraceae	37253635	NA	NA	H19	283120	Prostatic Neoplasms	D011471	NA	Association
Centipeda Minima	Asteraceae	37253635	NA	NA	E2F3	1871	Prostatic Neoplasms	D011471	NA	Association
Centipeda Minima	Asteraceae	37253635	NA	NA	E2F3	1871	Neoplasms	D009369	NA	Association
Centipeda Minima	Asteraceae	39411942	NA	NA	PIK3CD	5293	Neoplasms	D009369	NA	Association
Centipeda Minima	Asteraceae	29289836	brevilin a	C585263	BAX	12028	NA	NA	INDIRECT-UPREGULATOR	NA
Centipeda Minima	Asteraceae	36503456	arnicolide d	C000592536	GPX4	2879	Breast Neoplasms	D001943	INDIRECT-DOWNREGULATOR	Association
Centipeda Minima	Asteraceae	29289836	brevilin a	C585263	MTOR	56717	Colonic Neoplasms	D003110	INHIBITOR	Association
Centipeda Minima	Asteraceae	29289836	brevilin a	C585263	MTOR	56717	Colonic Neoplasms	D003110	INDIRECT-DOWNREGULATOR	Association
Centipeda Minima	Asteraceae	41110356	NA	NA	NR1D1	217166	Adenoma	D000236	NA	Association
Centipeda Minima	Asteraceae	41110356	NA	NA	NR1D1	217166	Adenocarcinoma	D000230	NA	Association
Centipeda Minima	Asteraceae	41110356	NA	NA	NR1D1	217166	Colorectal Neoplasms	D015179	NA	Association
Centipeda Minima	Asteraceae	31843524	brevilin a	C585263	STAT3	20848	Melanoma	D008545	INHIBITOR	Association
Centipeda Minima	Asteraceae	31843524	brevilin a	C585263	STAT3	20848	Neoplasms	D009369	INHIBITOR	Association
Centipeda Minima	Asteraceae	31843524	brevilin a	C585263	STAT3	20848	Breast Neoplasms	D001943	INHIBITOR	Association
Centipeda Minima	Asteraceae	31843524	brevilin a	C585263	STAT3	20848	Melanoma	D008545	INDIRECT-DOWNREGULATOR	Association
Centipeda Minima	Asteraceae	31843524	brevilin a	C585263	STAT3	20848	Neoplasms	D009369	INDIRECT-DOWNREGULATOR	Association
Centipeda Minima	Asteraceae	31843524	brevilin a	C585263	STAT3	20848	Breast Neoplasms	D001943	INDIRECT-DOWNREGULATOR	Association
Centipeda Minima	Asteraceae	31108969	arnicolide d	C000592536	CCND3	896	NA	NA	INDIRECT-DOWNREGULATOR	NA
Centipeda Minima	Asteraceae	37062842	NA	NA	IL6	3569	Colorectal Neoplasms	D015179	NA	Association
Centipeda Minima	Asteraceae	37062842	NA	NA	IL6	3569	Neoplasms	D009369	NA	Association
Centipeda Minima	Asteraceae	37062842	NA	NA	IL6	3569	Neoplasm Metastasis	D009362	NA	Association
Centipeda Minima	Asteraceae	38967079	arnicolide d	C000592536	MTOR	2475	Osteosarcoma	D012516	INHIBITOR	Association
Centipeda Minima	Asteraceae	41110356	NA	NA	PCNA	18538	Adenoma	D000236	NA	Association
Centipeda Minima	Asteraceae	41110356	NA	NA	PCNA	18538	Colorectal Neoplasms	D015179	NA	Association
Centipeda Minima	Asteraceae	38840248	brevilin a	C585263	HIF1A	3091	NA	NA	INDIRECT-DOWNREGULATOR	NA
Centipeda Minima	Asteraceae	36959600	quercetin	D011794	MYC	4609	NA	NA	DIRECT-REGULATOR	NA
Centipeda Minima	Asteraceae	36959600	NA	NA	MYC	4609	NA	NA	NA	NA
Centipeda Minima	Asteraceae	39411942	NA	NA	STAT3	6774	Nasopharyngeal Carcinoma	D000077274	NA	Association
Centipeda Minima	Asteraceae	39411942	NA	NA	STAT3	6774	Squamous Cell Carcinoma of Head and Neck	D000077195	NA	Association
Centipeda Minima	Asteraceae	31108969	arnicolide d	C000592536	CDK1	983	NA	NA	INDIRECT-DOWNREGULATOR	NA
Ceriscoides Campanulata	Rubiaceae	35217120	NA	NA	COX2	4513	Esophageal Squamous Cell Carcinoma	D000077277	NA	Association
Ceriscoides Campanulata	Rubiaceae	35217120	NA	NA	IL6	16193	Esophageal Squamous Cell Carcinoma	D000077277	NA	Association
Ceriscoides Campanulata	Rubiaceae	35217120	NA	NA	IL1B	16176	Esophageal Squamous Cell Carcinoma	D000077277	NA	Association
Ceriscoides Campanulata	Rubiaceae	35217120	NA	NA	NOS2	18126	Esophageal Squamous Cell Carcinoma	D000077277	NA	Association
Ceriscoides Campanulata	Rubiaceae	35217120	NA	NA	TNF	21926	Esophageal Squamous Cell Carcinoma	D000077277	NA	Association
Christia Vespertilionis	Fabaceae	23545785	NA	NA	TNFRSF10B	8795	Neuroendocrine Tumors	D018358	NA	Association
Christia Vespertilionis	Fabaceae	23545785	NA	NA	MTDH	92140	Neuroendocrine Tumors	D018358	NA	Association
Christia Vespertilionis	Fabaceae	23545785	NA	NA	PDCD5	9141	Neuroendocrine Tumors	D018358	NA	Association
Chrysanthemum Indicum	Asteraceae	22387267	NA	NA	NFKB1	4790	NA	NA	NA	NA
Chrysanthemum Indicum	Asteraceae	30556589	NA	NA	TNFSF10	8743	Osteosarcoma	D012516	NA	Association
Chrysanthemum Indicum	Asteraceae	24956827	flavone	D047309	BAX	581	Osteosarcoma	D012516	INDIRECT-DOWNREGULATOR	Association
Chrysanthemum Indicum	Asteraceae	20043102	NA	NA	MMP2	4313	Neoplasms	D009369	NA	Association
Chrysanthemum Indicum	Asteraceae	24956827	flavone	D047309	BCL2	596	Osteosarcoma	D012516	INDIRECT-DOWNREGULATOR	Association
Chrysanthemum Indicum	Asteraceae	24956827	flavone	D047309	CASP3	836	Osteosarcoma	D012516	INDIRECT-DOWNREGULATOR	Association
Chrysanthemum Indicum	Asteraceae	30554436	NA	NA	ANGPTL2	23452	Melanoma	D008545	NA	Association
Chrysanthemum Indicum	Asteraceae	22438130	NA	NA	STAT3	6774	Prostatic Neoplasms	D011471	NA	Association
Chrysanthemum Indicum	Asteraceae	22438130	NA	NA	STAT3	6774	Neoplasms	D009369	NA	Association
Chrysanthemum Indicum	Asteraceae	22438130	acacetin	C023717	STAT3	6774	Prostatic Neoplasms	D011471	INHIBITOR	Association
Chrysanthemum Indicum	Asteraceae	22438130	acacetin	C023717	STAT3	6774	Neoplasms	D009369	INHIBITOR	Association
Chrysanthemum Indicum	Asteraceae	30556589	NA	NA	TNFRSF10B	8795	Osteosarcoma	D012516	NA	Association
Chrysanthemum Indicum	Asteraceae	20043102	NA	NA	TIMP2	7077	Neoplasms	D009369	NA	Association
Chrysanthemum Indicum	Asteraceae	24956827	NA	NA	CCK	885	Osteosarcoma	D012516	NA	Association
Chrysanthemum Indicum	Asteraceae	20043102	NA	NA	MMP9	4318	Neoplasms	D009369	NA	Association
Chrysanthemum Indicum	Asteraceae	23578837	NA	NA	TYR	22173	NA	NA	NA	NA
Chrysanthemum Indicum	Asteraceae	30556589	NA	NA	MAPK8	5599	Osteosarcoma	D012516	NA	Association
Chrysanthemum Indicum	Asteraceae	20043102	NA	NA	TIMP1	7076	Carcinoma, Hepatocellular	D006528	NA	Association
Chrysanthemum Indicum	Asteraceae	20043102	NA	NA	TIMP1	7076	Neoplasms	D009369	NA	Association
Cibotium Barometz	Cibotiaceae	24945396	NA	NA	NR3C1	2908	Prostatic Neoplasms	D011471	NA	Association
Cicer Arietinum	Fabaceae	29115707	isoflavone	D007529	CYP19A1	1588	NA	NA	INHIBITOR	NA
Cicer Arietinum	Fabaceae	22662866	NA	NA	BBI	548083	Neoplasms	D009369	NA	Association
Cicer Arietinum	Fabaceae	40898252	NA	NA	GSDMD	69146	Neoplasms	D009369	NA	Association
Cichorium Endivia	Asteraceae	23275050	NA	NA	NFKB1	4790	Neoplasms	D009369	NA	Association
Cichorium Intybus	Asteraceae	36364182	lactucin	C516715	PCNA	5111	NA	NA	INDIRECT-DOWNREGULATOR	NA
Cichorium Intybus	Asteraceae	39226126	NA	NA	RHOA	387	Carcinoma, Hepatocellular	D006528	NA	Association
Cichorium Intybus	Asteraceae	36364182	lactucin	C516715	BAX	581	NA	NA	INDIRECT-UPREGULATOR	NA
Cichorium Intybus	Asteraceae	36364182	NA	NA	PKM	5315	Neoplasms	D009369	NA	Association
Cichorium Intybus	Asteraceae	36364182	NA	NA	LDHA	3939	Neoplasms	D009369	NA	Association
Cichorium Intybus	Asteraceae	36364182	lactucin	C516715	H3P16	644914	NA	NA	INDIRECT-UPREGULATOR	NA
Cichorium Intybus	Asteraceae	36364182	lactucin	C516715	TP53	7157	NA	NA	INDIRECT-UPREGULATOR	NA
Cichorium Intybus	Asteraceae	36364182	lactucin	C516715	BCL2	596	NA	NA	INDIRECT-DOWNREGULATOR	NA
Cichorium Intybus	Asteraceae	36364182	NA	NA	PDP1	54704	Neoplasms	D009369	NA	Association
Cichorium Intybus	Asteraceae	35301659	NA	NA	TGFB1	7040	Neoplasms	D009369	NA	Association
Cichorium Intybus	Asteraceae	36364182	lactucin	C516715	PTEN	5728	NA	NA	INDIRECT-DOWNREGULATOR	NA
Cinnamomum Cassia		39643019	NA	NA	PPARGC1A	19017	Carcinoma, Hepatocellular	D006528	NA	Association
Cinnamomum Cassia		39643019	NA	NA	PPARGC1A	19017	Neoplasms	D009369	NA	Association
Cinnamomum Cassia		20657484	NA	NA	GCLC	2729	Colorectal Neoplasms	D015179	NA	Association
Cinnamomum Cassia		31306656	NA	NA	CTNNB1	1499	Colorectal Neoplasms	D015179	NA	Association
Cinnamomum Cassia		24276478	NA	NA	TYMS	7298	NA	NA	NA	NA
Cinnamomum Cassia		28958934	NA	NA	ITCH	83737	Lung Neoplasms	D008175	NA	Association
Cinnamomum Cassia		28958934	NA	NA	ITCH	83737	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Cinnamomum Cassia		20653974	NA	NA	BCL2	12043	Neoplasms	D009369	NA	Association
Cinnamomum Cassia		33154629	NA	NA	CTNNB1	1499	Osteosarcoma	D012516	NA	Association
Cinnamomum Cassia		24051402	NA	NA	CAT	12359	NA	NA	NA	NA
Cinnamomum Cassia		39643019	NA	NA	CRMP1	12933	Neoplasms	D009369	NA	Association
Cinnamomum Cassia		39643019	NA	NA	CRMP1	12933	Carcinoma, Hepatocellular	D006528	NA	Association
Cinnamomum Cassia		28258635	NA	NA	TGFB1	7040	Adenocarcinoma of Lung	D000077192	NA	Association
Cinnamomum Cassia		28258635	NA	NA	TGFB1	7040	Neoplasms	D009369	NA	Association
Cinnamomum Cassia		28958934	NA	NA	MIR1252	100302136	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Cinnamomum Cassia		28958934	NA	NA	MIR1252	100302136	Lung Neoplasms	D008175	NA	Association
Cinnamomum Cassia		20657484	NA	NA	NFE2L2	4780	Colorectal Neoplasms	D015179	NA	Association
Cinnamomum Cassia		20657484	NA	NA	NFE2L2	4780	Neoplasms	D009369	NA	Association
Cinnamomum Cassia		39643019	NA	NA	GZMB	14939	Neoplasms	D009369	NA	Association
Cinnamomum Cassia		26919256	NA	NA	CYCS	54205	NA	NA	NA	NA
Cinnamomum Cassia		24276478	NA	NA	ERCC1	2067	NA	NA	NA	NA
Cinnamomum Cassia		30375708	NA	NA	STAT3	6774	Neoplasms	D009369	NA	Association
Cinnamomum Cassia		30375708	NA	NA	STAT3	6774	Prostatic Neoplasms	D011471	NA	Association
Cinnamomum Cassia		24051402	NA	NA	TYR	22173	Melanoma, Experimental	D008546	NA	Association
Cinnamomum Cassia		23855266	NA	NA	MYC	4609	Neoplasms	D009369	NA	Association
Cinnamomum Cassia		23855266	NA	NA	MYC	4609	Colorectal Neoplasms	D015179	NA	Association
Cinnamomum Cassia		28093328	NA	NA	CTNNB1	1499	Carcinoma, Non-Small-Cell Lung	D002289	NA	Association
Cinnamomum Cassia		26677144	NA	NA	AKT1	207	Colorectal Neoplasms	D015179	NA	Association
Cinnamomum Cassia		24276478	NA	NA	BRCA1	672	NA	NA	NA	NA
Cinnamomum Cassia		35146896	NA	NA	CASP9	842	Neoplasms	D009369	NA	Association
Cinnamomum Cassia		35146896	NA	NA	CASP9	842	Osteosarcoma	D012516	NA	Association
Cinnamomum Cassia		20657484	NA	NA	HMOX1	3162	Colorectal Neoplasms	D015179	NA	Association
Cinnamomum Cassia		23855266	NA	NA	CCND1	595	Colorectal Neoplasms	D015179	NA	Association
Cinnamomum Cassia		23855266	NA	NA	CCND1	595	Neoplasms	D009369	NA	Association
Cinnamomum Cassia		20653974	NA	NA	NFKB1	18033	Neoplasms	D009369	NA	Association
Cinnamomum Cassia		20653974	NA	NA	NFKB1	18033	Melanoma	D008545	NA	Association
Cinnamomum Cassia		24276478	NA	NA	UMPS	7372	NA	NA	NA	NA
Cinnamomum Cassia		36367479	NA	NA	MKI67	17345	Breast Neoplasms	D001943	NA	Association
Cinnamomum Cassia		36367479	NA	NA	MKI67	17345	Neoplasms	D009369	NA	Association
Cinnamomum Cassia		23855266	NA	NA	HNF4A	3172	Colorectal Neoplasms	D015179	NA	Association
Cinnamomum Cassia		20653974	NA	NA	BIRC5	11799	Neoplasms	D009369	NA	Association
Cinnamomum Cassia		20653974	NA	NA	JUN	16476	Melanoma	D008545	NA	Association
Cinnamomum Cassia		20653974	NA	NA	JUN	16476	Neoplasms	D009369	NA	Association
Cinnamomum Cassia		20657484	NA	NA	KEAP1	9817	Neoplasms	D009369	NA	Association
Cinnamomum Cassia		20657484	NA	NA	KEAP1	9817	Colorectal Neoplasms	D015179	NA	Association
Cinnamomum Cassia		23855266	NA	NA	CTNNB1	1499	Colorectal Neoplasms	D015179	NA	Association
Cinnamomum Cassia		23855266	NA	NA	CTNNB1	1499	Neoplasms	D009369	NA	Association
Cinnamomum Cassia		33154629	NA	NA	AKT1	207	Osteosarcoma	D012516	NA	Association
Cinnamomum Cassia		20653974	NA	NA	BCL2L1	12048	Neoplasms	D009369	NA	Association
Cinnamomum Subavenium	Lauraceae	21708241	subamolide a	C517710	CASP3	836	NA	NA	INDIRECT-UPREGULATOR	NA
Cinnamomum Subavenium	Lauraceae	21708241	subamolide a	C517710	BCL2	596	NA	NA	INDIRECT-UPREGULATOR	NA
Cinnamomum Subavenium	Lauraceae	21708241	subamolide a	C517710	CYCS	54205	NA	NA	INDIRECT-UPREGULATOR	NA
Cinnamomum Subavenium	Lauraceae	21708241	subamolide a	C517710	COL11A2	1302	NA	NA	INDIRECT-UPREGULATOR	NA
Cinnamomum Subavenium	Lauraceae	21708241	subamolide a	C517710	BAX	581	NA	NA	INDIRECT-UPREGULATOR	NA
Cinnamomum Subavenium	Lauraceae	21708241	subamolide a	C517710	TP53	7157	Urethral Neoplasms	D014523	INDIRECT-UPREGULATOR	Association
Cinnamomum Subavenium	Lauraceae	21708241	subamolide a	C517710	TP53	7157	Urethral Neoplasms	D014523	ACTIVATOR	Association
Cissampelos Pareira	Menispermaceae	31201865	NA	NA	PSMA4	5685	Breast Neoplasms	D001943	NA	Association
Cissus Quadrangularis	Vitaceae	33568037	NA	NA	CASP3	836	Adenocarcinoma	D000230	NA	Association
Citrus Hystrix	Rutaceae	32178481	NA	NA	WT1	7490	Leukemia	D007938	NA	Association
Citrus Maxima	Rutaceae	36273747	NA	NA	NFE2L2	18024	Polycystic Ovary Syndrome	D011085	NA	Association
Citrus Maxima	Rutaceae	36273747	NA	NA	HMOX1	15368	Polycystic Ovary Syndrome	D011085	NA	Association
Citrus Maxima	Rutaceae	36273747	NA	NA	CYP1B1	13078	Polycystic Ovary Syndrome	D011085	NA	Association
Citrus Reticulata	Rutaceae	40819642	NA	NA	GPX4	2879	Triple Negative Breast Neoplasms	D064726	NA	Association
Citrus Reticulata	Rutaceae	40819642	NA	NA	GPX4	2879	Breast Neoplasms	D001943	NA	Association
Citrus Reticulata	Rutaceae	37619860	NA	NA	CD86	12524	Neoplasms	D009369	NA	Association
Citrus Reticulata	Rutaceae	37725272	tangeretin	C059006	NFE2L2	18024	NA	NA	INHIBITOR	NA
Citrus Reticulata	Rutaceae	37619860	NA	NA	H2	111364	Neoplasms	D009369	NA	Association
Citrus Reticulata	Rutaceae	39961422	naringenin	C005273	CYP19A1	1588	NA	NA	INDIRECT-DOWNREGULATOR	NA
Citrus Reticulata	Rutaceae	39961422	nobiletin	C008661	CYP19A1	1588	NA	NA	INDIRECT-DOWNREGULATOR	NA
Citrus Reticulata	Rutaceae	33058988	tangeretin	C059006	RARB	218772	Neoplasms	D009369	INDIRECT-UPREGULATOR	Association
Citrus Reticulata	Rutaceae	33058988	tangeretin	C059006	RARB	218772	Stomach Neoplasms	D013274	INDIRECT-UPREGULATOR	Association
Citrus Reticulata	Rutaceae	36584607	nobiletin	C008661	MAPK8	5599	Breast Neoplasms	D001943	INHIBITOR	Association
Citrus Reticulata	Rutaceae	36584607	nobiletin	C008661	MAPK8	5599	Neoplasm Metastasis	D009362	INHIBITOR	Association
Citrus Reticulata	Rutaceae	36584607	nobiletin	C008661	MAPK8	5599	Breast Neoplasms	D001943	INDIRECT-DOWNREGULATOR	Association
Citrus Reticulata	Rutaceae	36584607	nobiletin	C008661	MAPK8	5599	Neoplasm Metastasis	D009362	INDIRECT-DOWNREGULATOR	Association
Citrus Reticulata	Rutaceae	36584607	nobiletin	C008661	PIK3R1	5295	NA	NA	DIRECT-REGULATOR	NA
Citrus Reticulata	Rutaceae	35809307	NA	NA	ESR1		Neoplasms	D009369	NA	Association
Citrus Reticulata	Rutaceae	35809307	NA	NA	FOS		Neoplasms	D009369	NA	Association
Citrus Reticulata	Rutaceae	39961422	naringenin	C005273	HSD17B1	3292	NA	NA	INDIRECT-DOWNREGULATOR	NA
Citrus Reticulata	Rutaceae	39961422	nobiletin	C008661	HSD17B1	3292	NA	NA	INDIRECT-DOWNREGULATOR	NA
Citrus Reticulata	Rutaceae	41683686	NA	NA	BAX	581	Leukemia, Myeloid, Acute	D015470	NA	Association
Citrus Reticulata	Rutaceae	35809307	NA	NA	NCOA3		Neoplasms	D009369	NA	Association
Citrus Reticulata	Rutaceae	37619860	NA	NA	CCR7	12775	Neoplasms	D009369	NA	Association
Citrus Reticulata	Rutaceae	36584607	nobiletin	C008661	MAPK1	5594	Breast Neoplasms	D001943	INHIBITOR	Association
Citrus Reticulata	Rutaceae	36584607	nobiletin	C008661	MAPK1	5594	Neoplasm Metastasis	D009362	INHIBITOR	Association
